timestamp_local,timestamp_device,node,state,set,ax,ay,az,gx,gy,gz
1773905129.328986,139523,NODE_A1,REC,1,0.030,0.934,-0.384,26.2,36.1,26.9
1773905129.331172,139526,NODE_A1,REC,1,0.112,0.911,-0.337,22.4,41.8,28.7
1773905129.331212,139552,NODE_A1,REC,1,0.076,0.933,-0.385,32.6,47.5,25.2
1773905129.331239,139555,NODE_A1,REC,1,0.189,0.943,-0.321,-0.4,58.7,13.1
1773905129.360244,139558,NODE_A1,REC,1,0.187,0.982,-0.303,-6.0,58.5,9.2
1773905129.360452,139583,NODE_A1,REC,1,0.172,0.988,-0.276,-8.7,58.3,7.3
1773905129.360773,139586,NODE_A1,REC,1,0.233,1.072,-0.068,-20.6,34.4,11.6
1773905129.360879,139590,NODE_A1,REC,1,0.244,1.046,-0.078,-11.7,28.1,15.2
1773905129.417775,139615,NODE_A1,REC,1,0.236,1.024,-0.114,0.4,23.3,16.8
1773905129.419182,139618,NODE_A1,REC,1,0.147,1.039,-0.374,42.7,27.0,13.4
1773905129.477841,139621,NODE_A1,REC,1,0.149,1.016,-0.382,38.5,33.4,12.5
1773905129.479083,139644,NODE_A1,REC,1,0.149,1.016,-0.382,38.5,33.4,12.5
1773905129.481010,139647,NODE_A1,REC,1,0.176,1.020,-0.389,38.0,52.6,-3.7
1773905129.481171,139650,NODE_A1,REC,1,0.159,1.026,-0.401,41.1,54.3,-5.3
1773905129.508740,139673,NODE_A1,REC,1,0.149,1.021,-0.415,44.1,56.2,-6.0
1773905129.539460,139677,NODE_A1,REC,1,-0.189,1.271,-0.480,22.8,84.0,6.8
1773905129.539729,139679,NODE_A1,REC,1,-0.189,1.271,-0.480,22.8,84.0,6.8
1773905129.597644,139703,NODE_A1,REC,1,-0.012,1.001,-0.031,-12.1,66.9,3.7
1773905129.598580,139707,NODE_A1,REC,1,0.195,1.010,-0.247,21.2,49.6,35.5
1773905129.629037,139710,NODE_A1,REC,1,0.207,0.990,-0.265,18.6,43.8,37.7
1773905129.629129,139733,NODE_A1,REC,1,0.207,0.990,-0.265,18.6,43.8,37.7
1773905129.777855,139736,NODE_A1,REC,1,0.164,0.851,-0.310,-76.5,6.2,43.5
1773905129.778914,139739,NODE_A1,REC,1,0.294,0.889,-0.205,-106.7,0.9,49.6
1773905129.780799,139762,NODE_A1,REC,1,0.351,0.790,-0.161,-132.3,0.0,46.3
1773905129.780855,139766,NODE_A1,REC,1,0.333,0.669,-0.074,-253.5,17.8,31.6
1773905129.811823,139768,NODE_A1,REC,1,0.333,0.669,-0.074,-253.5,17.8,31.6
1773905129.811902,139792,NODE_A1,REC,1,0.307,0.667,-0.045,-273.3,26.9,30.6
1773905129.811946,139796,NODE_A1,REC,1,0.214,0.702,0.335,-191.5,68.7,26.9
1773905129.812174,139799,NODE_A1,REC,1,0.232,0.696,0.306,-148.6,69.4,24.8
1773905129.839287,139822,NODE_A1,REC,1,0.234,0.685,0.256,-105.2,73.2,20.0
1773905129.839345,139940,NODE_A1,REC,1,0.269,0.761,-0.097,-74.6,-13.9,15.3
1773905129.840596,139944,NODE_A1,REC,1,0.277,0.749,-0.022,35.5,-15.7,-36.6
1773905129.840780,139947,NODE_A1,REC,1,0.269,0.747,-0.073,50.0,-16.9,-43.6
1773905129.869175,139970,NODE_A1,REC,1,0.258,0.758,-0.127,56.2,-11.3,-49.3
1773905129.869210,139974,NODE_A1,REC,1,0.181,0.778,-0.167,15.1,44.3,-93.0
1773905129.870772,139976,NODE_A1,REC,1,0.181,0.778,-0.167,15.1,44.3,-93.0
1773905129.870791,140000,NODE_A1,REC,1,0.197,0.796,-0.140,10.0,52.7,-96.9
1773905129.927926,140004,NODE_A1,REC,1,0.129,0.778,-0.058,50.8,43.2,-102.6
1773905129.929422,140007,NODE_A1,REC,1,0.042,0.753,-0.054,55.9,43.9,-94.7
1773905129.987748,140030,NODE_A1,REC,1,0.039,0.774,-0.069,57.0,33.9,-90.0
1773905129.989567,140034,NODE_A1,REC,1,0.074,0.949,-0.302,0.9,50.5,-9.2
1773905129.992250,140036,NODE_A1,REC,1,0.074,0.949,-0.302,0.9,50.5,-9.2
1773905129.992408,140060,NODE_A1,REC,1,0.177,0.981,-0.346,-11.7,37.5,-0.2
