timestamp_local,timestamp_device,node,state,set,ax,ay,az,gx,gy,gz
1773907938.143414,270099,NODE_A1,REC,1,1.038,-0.016,0.149,-4.5,-7.5,-0.1
1773907938.143414,270109,NODE_A1,REC,1,1.016,-0.012,0.132,-2.7,-1.4,-3.8
1773907938.143414,270119,NODE_A1,REC,1,0.999,0.000,0.126,-2.9,6.2,-5.2
1773907938.203905,270141,NODE_A1,REC,1,1.002,-0.010,0.095,-8.0,28.1,-4.8
1773907938.203905,270151,NODE_A1,REC,1,0.968,-0.025,0.116,-15.0,32.5,-6.6
1773907938.203905,270161,NODE_A1,REC,1,0.938,0.000,0.126,-18.4,36.3,-2.3
1773907938.294358,270182,NODE_A1,REC,1,0.923,0.031,0.197,-25.2,36.1,7.3
1773907938.294358,270192,NODE_A1,REC,1,0.943,0.026,0.217,-21.6,32.2,10.6
1773907938.294358,270202,NODE_A1,REC,1,0.986,0.017,0.182,-15.5,36.1,12.5
1773907938.294905,270224,NODE_A1,REC,1,1.085,-0.046,0.207,-18.0,41.6,8.9
1773907938.294905,270234,NODE_A1,REC,1,1.087,-0.053,0.220,-15.0,35.7,-1.3
1773907938.294905,270244,NODE_A1,REC,1,1.051,-0.057,0.203,-12.3,32.1,-7.0
1773907938.355204,270265,NODE_A1,REC,1,0.979,-0.016,0.258,-15.2,20.2,-11.8
1773907938.355204,270275,NODE_A1,REC,1,0.958,-0.007,0.269,-13.7,21.7,-12.2
1773907938.355204,270285,NODE_A1,REC,1,0.931,0.002,0.275,-11.8,31.4,-11.1
1773907938.355835,270306,NODE_A1,REC,1,0.976,0.000,0.215,-6.2,45.5,-7.3
1773907938.355835,270316,NODE_A1,REC,1,0.997,-0.030,0.233,-9.0,47.1,-8.3
1773907938.355835,270326,NODE_A1,REC,1,1.012,-0.023,0.291,-11.4,42.1,-9.2
1773907938.383641,270348,NODE_A1,REC,1,0.977,-0.007,0.313,-10.4,42.6,-9.7
1773907938.383641,270358,NODE_A1,REC,1,0.955,-0.008,0.339,2.4,49.8,-9.3
1773907938.383641,270368,NODE_A1,REC,1,0.968,0.021,0.291,15.3,46.3,-9.7
1773907938.475129,270389,NODE_A1,REC,1,0.927,0.004,0.277,12.2,55.7,-8.2
1773907938.475129,270399,NODE_A1,REC,1,0.923,0.009,0.288,10.9,51.4,-7.5
1773907938.475129,270409,NODE_A1,REC,1,0.923,0.025,0.306,8.1,54.3,-3.9
1773907938.534278,270430,NODE_A1,REC,1,0.925,0.024,0.345,-9.2,37.9,1.4
1773907938.534278,270440,NODE_A1,REC,1,0.942,0.032,0.376,-8.9,31.4,1.7
1773907938.534278,270450,NODE_A1,REC,1,0.954,0.020,0.405,-5.8,26.6,0.4
1773907938.565243,270471,NODE_A1,REC,1,0.937,0.030,0.388,3.0,22.9,-3.9
1773907938.565243,270481,NODE_A1,REC,1,0.909,0.033,0.389,5.3,24.2,-3.9
1773907938.565243,270491,NODE_A1,REC,1,0.895,0.049,0.370,4.0,23.6,-2.4
1773907938.566310,270512,NODE_A1,REC,1,0.915,0.040,0.370,0.7,-0.6,2.3
1773907938.566310,270522,NODE_A1,REC,1,0.943,0.033,0.390,-1.3,-5.9,2.3
1773907938.566310,270532,NODE_A1,REC,1,0.946,0.026,0.413,0.9,-8.2,-0.3
1773907938.596749,270554,NODE_A1,REC,1,0.931,0.015,0.355,4.5,-3.7,-1.7
1773907938.596749,270564,NODE_A1,REC,1,0.931,0.013,0.339,1.3,-4.4,-1.0
1773907938.596749,270574,NODE_A1,REC,1,0.926,0.014,0.346,-2.5,-6.8,-1.1
1773907938.678514,270595,NODE_A1,REC,1,0.901,0.051,0.358,-5.4,-11.2,1.3
1773907938.678514,270605,NODE_A1,REC,1,0.917,0.009,0.410,-9.6,-7.8,4.3
1773907938.678514,270615,NODE_A1,REC,1,0.936,0.009,0.350,0.8,-5.2,4.6
1773907938.683557,270636,NODE_A1,REC,1,0.941,-0.004,0.334,-1.4,-4.6,4.3
1773907938.683557,270646,NODE_A1,REC,1,0.942,0.002,0.333,-1.9,-5.9,3.9
1773907938.683557,270656,NODE_A1,REC,1,0.930,0.005,0.329,-2.7,-5.1,3.5
1773907938.714233,270678,NODE_A1,REC,1,0.963,0.000,0.340,-3.4,-1.5,3.3
1773907938.714233,270688,NODE_A1,REC,1,0.955,-0.007,0.359,-3.6,-1.0,1.8
1773907938.714233,270698,NODE_A1,REC,1,0.955,0.003,0.354,-3.6,-2.0,1.4
1773907938.775610,270719,NODE_A1,REC,1,0.940,0.014,0.388,-1.4,-7.2,1.0
1773907938.775610,270729,NODE_A1,REC,1,0.935,0.015,0.372,0.1,-4.0,1.1
1773907938.775610,270739,NODE_A1,REC,1,0.945,0.012,0.356,0.0,-5.1,1.5
1773907938.804646,270760,NODE_A1,REC,1,0.934,0.020,0.356,-2.0,-10.0,1.4
1773907938.804646,270770,NODE_A1,REC,1,0.930,0.017,0.356,-2.0,-10.1,1.9
1773907938.804646,270780,NODE_A1,REC,1,0.926,0.014,0.350,-0.9,-6.7,3.4
1773907938.864970,270801,NODE_A1,REC,1,0.911,0.010,0.313,-2.9,-10.2,5.4
1773907938.864970,270811,NODE_A1,REC,1,0.932,0.000,0.326,-6.2,-10.7,7.0
1773907938.864970,270821,NODE_A1,REC,1,0.932,0.000,0.340,-7.0,-9.2,7.0
1773907938.925045,270842,NODE_A1,REC,1,0.972,-0.001,0.354,-4.8,-10.6,5.5
1773907938.925045,270852,NODE_A1,REC,1,0.954,-0.010,0.342,-2.9,-5.7,3.8
1773907938.925045,270862,NODE_A1,REC,1,0.946,-0.005,0.323,-3.2,-5.1,3.8
1773907938.954111,270884,NODE_A1,REC,1,0.950,-0.008,0.349,-5.1,-3.0,3.6
1773907938.954111,270894,NODE_A1,REC,1,0.946,-0.008,0.338,-5.4,-1.8,3.4
1773907938.954111,270904,NODE_A1,REC,1,0.930,0.006,0.340,-0.4,-1.3,3.7
1773907939.076622,270925,NODE_A1,REC,1,0.939,-0.005,0.335,-3.4,-2.2,6.4
1773907939.076622,270935,NODE_A1,REC,1,0.964,-0.010,0.337,-4.1,-0.6,6.4
1773907939.076622,270945,NODE_A1,REC,1,0.988,-0.058,0.391,-8.4,5.2,3.4
1773907939.077120,270966,NODE_A1,REC,1,0.943,-0.016,0.318,0.0,-1.9,-0.5
1773907939.077120,270976,NODE_A1,REC,1,0.941,-0.007,0.330,-3.5,-6.8,-0.8
1773907939.077120,270986,NODE_A1,REC,1,0.940,-0.005,0.347,-4.4,-8.4,-0.5
1773907939.077727,271008,NODE_A1,REC,1,0.943,-0.003,0.352,-0.4,-5.0,-0.1
1773907939.077727,271018,NODE_A1,REC,1,0.939,-0.003,0.336,0.9,-2.6,0.0
1773907939.077727,271028,NODE_A1,REC,1,0.930,-0.003,0.319,-0.6,-3.6,1.2
1773907939.106338,271049,NODE_A1,REC,1,0.946,-0.007,0.331,-0.9,-5.0,2.0
1773907939.106338,271059,NODE_A1,REC,1,0.945,-0.006,0.329,-0.5,-4.5,1.9
1773907939.106338,271069,NODE_A1,REC,1,0.942,-0.003,0.325,-0.9,-4.0,2.4
1773907939.194269,271090,NODE_A1,REC,1,0.961,-0.020,0.321,-1.2,-3.5,2.0
1773907939.194269,271100,NODE_A1,REC,1,0.965,-0.019,0.322,0.0,-2.4,0.3
1773907939.194269,271110,NODE_A1,REC,1,0.949,-0.017,0.319,0.0,-2.5,-0.1
1773907939.194913,271132,NODE_A1,REC,1,0.938,-0.012,0.331,-2.1,-4.8,0.6
1773907939.194913,271142,NODE_A1,REC,1,0.938,-0.007,0.338,-1.4,-4.7,1.2
1773907939.194913,271152,NODE_A1,REC,1,0.938,-0.006,0.335,0.3,-4.6,2.1
1773907939.224249,271173,NODE_A1,REC,1,0.949,-0.014,0.305,0.6,-4.7,2.6
1773907939.224249,271183,NODE_A1,REC,1,0.950,-0.019,0.311,-0.4,-2.6,2.7
1773907939.224249,271193,NODE_A1,REC,1,0.960,-0.025,0.315,-0.7,-2.0,3.1
1773907939.254020,271215,NODE_A1,REC,1,0.968,-0.027,0.315,-0.7,0.1,-0.2
1773907939.254020,271225,NODE_A1,REC,1,0.937,-0.017,0.316,-1.9,-1.1,-0.5
1773907939.254020,271235,NODE_A1,REC,1,0.932,-0.011,0.323,-2.5,-1.4,0.1
1773907939.314105,271256,NODE_A1,REC,1,0.921,-0.006,0.343,-0.6,-1.1,3.8
1773907939.314105,271266,NODE_A1,REC,1,0.939,-0.010,0.331,-0.2,-0.2,5.1
1773907939.314105,271276,NODE_A1,REC,1,0.946,-0.027,0.325,1.2,4.6,7.1
1773907939.405665,271297,NODE_A1,REC,1,0.961,-0.029,0.317,-1.0,-3.1,5.0
1773907939.405665,271307,NODE_A1,REC,1,0.985,-0.040,0.335,-15.6,0.1,5.5
1773907939.405665,271317,NODE_A1,REC,1,1.003,-0.025,0.295,2.9,-6.7,2.0
1773907939.405795,271339,NODE_A1,REC,1,0.942,-0.018,0.314,0.4,0.6,-1.4
1773907939.405795,271349,NODE_A1,REC,1,0.942,-0.022,0.303,0.0,1.3,0.0
1773907939.405795,271359,NODE_A1,REC,1,0.935,-0.018,0.306,-0.5,1.0,0.3
1773907939.435276,271380,NODE_A1,REC,1,0.941,-0.018,0.316,-0.8,-0.3,2.3
1773907939.435276,271390,NODE_A1,REC,1,0.952,-0.016,0.322,-0.7,-0.7,2.5
1773907939.435276,271400,NODE_A1,REC,1,0.956,-0.019,0.323,-0.3,-2.3,1.9
1773907939.465872,271421,NODE_A1,REC,1,0.953,-0.025,0.326,0.0,-2.1,1.2
1773907939.465872,271431,NODE_A1,REC,1,0.966,-0.032,0.331,0.1,-0.7,1.0
1773907939.465872,271441,NODE_A1,REC,1,0.972,-0.031,0.325,0.8,-0.3,-0.7
1773907939.523884,271463,NODE_A1,REC,1,0.958,-0.027,0.322,0.1,-2.1,-2.6
1773907939.523884,271473,NODE_A1,REC,1,0.940,-0.019,0.327,-1.2,-5.0,-2.1
1773907939.523884,271483,NODE_A1,REC,1,0.944,-0.022,0.325,-1.1,-5.6,-1.2
1773907939.556174,271504,NODE_A1,REC,1,0.948,-0.020,0.318,0.4,-3.8,0.1
1773907939.556174,271514,NODE_A1,REC,1,0.949,-0.024,0.315,0.7,-3.8,0.6
1773907939.556174,271524,NODE_A1,REC,1,0.948,-0.025,0.306,0.2,-4.2,0.6
1773907939.614007,271546,NODE_A1,REC,1,0.942,-0.018,0.298,1.9,-3.4,1.3
1773907939.614007,271556,NODE_A1,REC,1,0.954,-0.027,0.292,0.5,-4.0,1.5
1773907939.614007,271566,NODE_A1,REC,1,0.958,-0.027,0.299,-1.2,-5.9,0.9
1773907939.644173,271587,NODE_A1,REC,1,0.963,-0.024,0.329,-1.4,-5.0,0.7
1773907939.644173,271597,NODE_A1,REC,1,0.961,-0.019,0.329,0.5,-2.9,0.4
1773907939.644173,271607,NODE_A1,REC,1,0.954,-0.022,0.326,1.0,-2.9,0.3
1773907939.673782,271628,NODE_A1,REC,1,0.953,-0.019,0.300,1.7,-2.5,0.0
1773907939.673782,271638,NODE_A1,REC,1,0.952,-0.025,0.293,1.3,-3.1,0.3
1773907939.673782,271648,NODE_A1,REC,1,0.958,-0.023,0.291,1.0,-4.9,0.2
1773907939.765902,271670,NODE_A1,REC,1,0.963,-0.030,0.294,0.1,-3.4,0.0
1773907939.765902,271680,NODE_A1,REC,1,0.952,-0.026,0.287,0.3,-3.2,0.0
1773907939.765902,271690,NODE_A1,REC,1,0.951,-0.027,0.289,-0.7,-3.9,0.3
1773907939.766332,271711,NODE_A1,REC,1,0.959,-0.027,0.296,-0.2,-1.3,0.8
1773907939.766332,271721,NODE_A1,REC,1,0.958,-0.031,0.301,-0.7,-0.6,0.7
1773907939.766332,271731,NODE_A1,REC,1,0.967,-0.030,0.299,0.1,-1.4,0.3
1773907939.823996,271752,NODE_A1,REC,1,0.955,-0.031,0.296,0.0,-1.5,-0.2
1773907939.823996,271762,NODE_A1,REC,1,0.956,-0.027,0.307,-1.5,-2.0,0.2
1773907939.823996,271772,NODE_A1,REC,1,0.964,-0.026,0.312,-1.7,-3.0,0.1
1773907939.855877,271794,NODE_A1,REC,1,0.950,-0.021,0.317,0.4,-2.1,-0.3
1773907939.855877,271804,NODE_A1,REC,1,0.956,-0.023,0.305,0.9,-1.6,-0.3
1773907939.855877,271814,NODE_A1,REC,1,0.952,-0.020,0.300,-0.1,-2.0,0.0
1773907939.883559,271835,NODE_A1,REC,1,0.962,-0.023,0.301,-0.4,-2.1,0.9
1773907939.883559,271845,NODE_A1,REC,1,0.963,-0.023,0.298,0.4,-2.0,0.4
1773907939.883559,271855,NODE_A1,REC,1,0.945,-0.020,0.291,0.4,-3.2,0.4
1773907939.914263,271877,NODE_A1,REC,1,0.960,-0.020,0.297,-0.1,-2.2,1.4
1773907939.914263,271887,NODE_A1,REC,1,0.956,-0.025,0.296,0.4,-1.6,1.1
1773907939.914263,271897,NODE_A1,REC,1,0.963,-0.027,0.294,0.3,-1.3,1.1
1773907939.974037,271918,NODE_A1,REC,1,0.960,-0.030,0.288,-0.6,-2.1,0.0
1773907939.974037,271928,NODE_A1,REC,1,0.968,-0.034,0.291,-1.0,-2.9,0.0
1773907939.974037,271938,NODE_A1,REC,1,0.965,-0.032,0.294,-0.8,-2.9,-0.3
1773907940.034978,271959,NODE_A1,REC,1,0.958,-0.030,0.288,-0.1,-2.3,0.0
1773907940.034978,271969,NODE_A1,REC,1,0.960,-0.028,0.287,-0.3,-1.7,-0.2
1773907940.034978,271979,NODE_A1,REC,1,0.949,-0.026,0.293,-0.4,-1.4,-0.2
1773907940.063978,272001,NODE_A1,REC,1,0.952,-0.029,0.290,0.7,-0.5,0.6
1773907940.063978,272011,NODE_A1,REC,1,0.966,-0.036,0.290,0.3,0.0,1.0
1773907940.063978,272021,NODE_A1,REC,1,0.976,-0.026,0.291,0.1,-0.1,0.5
1773907940.154109,272042,NODE_A1,REC,1,0.958,-0.018,0.300,-0.6,-2.0,-0.7
1773907940.154109,272052,NODE_A1,REC,1,0.953,-0.015,0.307,-0.8,-2.1,-0.4
1773907940.154109,272062,NODE_A1,REC,1,0.949,-0.012,0.305,-0.5,-2.1,0.1
1773907940.154886,272084,NODE_A1,REC,1,0.959,-0.022,0.296,1.2,-1.5,1.0
1773907940.154886,272094,NODE_A1,REC,1,0.957,-0.021,0.291,0.9,-1.5,0.8
1773907940.154886,272104,NODE_A1,REC,1,0.953,-0.021,0.293,0.4,-2.1,1.0
1773907940.183683,272125,NODE_A1,REC,1,0.966,-0.030,0.296,0.6,-1.0,0.8
1773907940.183683,272135,NODE_A1,REC,1,0.963,-0.030,0.290,1.3,-0.7,0.3
1773907940.183683,272145,NODE_A1,REC,1,0.963,-0.032,0.283,1.4,-1.1,0.3
1773907940.214062,272166,NODE_A1,REC,1,0.962,-0.038,0.282,0.7,-1.4,-0.6
1773907940.214062,272176,NODE_A1,REC,1,0.958,-0.032,0.304,0.4,-2.1,-1.5
1773907940.214062,272186,NODE_A1,REC,1,0.961,-0.032,0.292,1.5,0.0,-0.6
1773907940.244108,272208,NODE_A1,REC,1,0.977,-0.041,0.290,0.0,-1.0,-2.1
1773907940.244108,272218,NODE_A1,REC,1,0.962,-0.033,0.293,-0.1,-2.3,-2.5
1773907940.244108,272228,NODE_A1,REC,1,0.954,-0.024,0.288,0.5,-1.8,-1.7
1773907940.305424,272249,NODE_A1,REC,1,0.949,-0.018,0.272,0.5,-2.0,-0.6
1773907940.305424,272259,NODE_A1,REC,1,0.961,-0.020,0.273,0.0,-1.6,-0.4
1773907940.305424,272269,NODE_A1,REC,1,0.951,-0.020,0.276,0.1,-2.0,-0.7
1773907940.334229,272290,NODE_A1,REC,1,0.919,-0.037,0.298,-0.6,-3.5,-1.0
1773907940.334229,272300,NODE_A1,REC,1,0.989,-0.004,0.266,-0.1,-3.0,0.3
1773907940.334229,272310,NODE_A1,REC,1,0.954,-0.023,0.297,-0.3,-2.5,-2.2
1773907940.424848,272332,NODE_A1,REC,1,0.972,-0.023,0.290,0.4,-3.4,-2.5
1773907940.424848,272342,NODE_A1,REC,1,0.960,-0.019,0.282,1.5,-1.9,-2.8
1773907940.424848,272352,NODE_A1,REC,1,0.948,-0.012,0.279,0.4,-2.5,-1.8
1773907940.426266,272373,NODE_A1,REC,1,0.959,-0.012,0.281,-0.1,-1.5,0.4
1773907940.426266,272383,NODE_A1,REC,1,0.969,-0.021,0.284,0.3,-0.7,0.0
1773907940.426266,272393,NODE_A1,REC,1,0.967,-0.023,0.278,0.5,-1.1,-0.3
1773907940.457380,272415,NODE_A1,REC,1,0.961,-0.032,0.262,0.1,-1.6,-1.2
1773907940.457380,272425,NODE_A1,REC,1,0.963,-0.036,0.259,-0.4,-1.4,-1.0
1773907940.457380,272435,NODE_A1,REC,1,0.970,-0.038,0.267,-1.2,-0.1,-1.4
1773907940.514796,272456,NODE_A1,REC,1,0.956,-0.028,0.278,-1.3,0.7,-2.0
1773907940.514796,272466,NODE_A1,REC,1,0.951,-0.019,0.283,-1.3,1.0,-1.5
1773907940.514796,272476,NODE_A1,REC,1,0.959,-0.010,0.301,-2.0,-0.4,-0.7
1773907940.603947,272497,NODE_A1,REC,1,0.963,-0.017,0.305,-0.1,-1.2,-0.3
1773907940.603947,272507,NODE_A1,REC,1,0.971,-0.017,0.298,0.4,-0.2,-0.4
1773907940.603947,272517,NODE_A1,REC,1,0.966,-0.023,0.290,0.3,-1.0,-0.8
1773907940.605391,272539,NODE_A1,REC,1,0.965,-0.018,0.289,0.3,-1.2,-1.4
1773907940.605391,272549,NODE_A1,REC,1,0.960,-0.016,0.293,0.2,-1.3,-1.4
1773907940.605391,272559,NODE_A1,REC,1,0.960,-0.016,0.287,0.6,-1.8,-1.2
1773907940.635184,272580,NODE_A1,REC,1,0.963,-0.017,0.278,0.6,-1.2,-1.0
1773907940.635184,272590,NODE_A1,REC,1,0.956,-0.017,0.277,0.5,-0.6,-0.7
1773907940.635184,272600,NODE_A1,REC,1,0.964,-0.016,0.280,0.2,0.0,0.0
1773907940.694039,272621,NODE_A1,REC,1,0.962,-0.010,0.283,0.0,0.8,0.1
1773907940.694039,272631,NODE_A1,REC,1,0.963,-0.011,0.285,-0.1,0.7,0.1
1773907940.694039,272641,NODE_A1,REC,1,0.960,-0.008,0.299,-0.4,0.7,0.1
1773907940.723966,272663,NODE_A1,REC,1,0.949,-0.018,0.312,1.4,2.1,-0.2
1773907940.723966,272673,NODE_A1,REC,1,0.927,0.013,0.308,2.8,13.1,2.1
1773907940.723966,272683,NODE_A1,REC,1,0.912,-0.008,0.347,-0.3,9.6,4.2
1773907940.814166,272704,NODE_A1,REC,1,0.960,-0.011,0.293,6.6,13.7,8.1
1773907940.814166,272714,NODE_A1,REC,1,0.971,-0.008,0.284,6.2,13.9,7.3
1773907940.814166,272724,NODE_A1,REC,1,0.988,-0.026,0.298,5.3,3.9,5.2
1773907940.814920,272746,NODE_A1,REC,1,0.985,-0.039,0.311,5.9,1.3,1.4
1773907940.814920,272756,NODE_A1,REC,1,0.974,-0.041,0.316,6.3,2.1,-0.5
1773907940.814920,272766,NODE_A1,REC,1,0.954,-0.037,0.310,7.5,3.1,-0.8
1773907940.843946,272787,NODE_A1,REC,1,0.925,-0.016,0.300,7.0,4.8,2.0
1773907940.843946,272797,NODE_A1,REC,1,0.945,-0.021,0.298,5.6,4.3,4.2
1773907940.843946,272807,NODE_A1,REC,1,0.951,-0.026,0.302,5.7,3.9,4.4
1773907940.904420,272828,NODE_A1,REC,1,0.959,-0.032,0.266,7.0,-0.4,3.0
1773907940.904420,272838,NODE_A1,REC,1,0.963,-0.035,0.266,5.9,-2.2,2.4
1773907940.904420,272848,NODE_A1,REC,1,0.980,-0.042,0.265,4.2,-5.4,1.2
1773907940.934370,272870,NODE_A1,REC,1,0.978,-0.034,0.284,2.9,-7.4,-2.1
1773907940.934370,272880,NODE_A1,REC,1,0.969,-0.022,0.287,3.7,-7.9,-3.4
1773907940.934370,272890,NODE_A1,REC,1,0.962,-0.023,0.309,4.5,-8.6,-3.6
1773907940.994310,272911,NODE_A1,REC,1,0.967,-0.013,0.297,6.5,-10.2,-3.8
1773907940.994310,272921,NODE_A1,REC,1,0.981,0.000,0.254,11.8,-7.8,-3.2
1773907940.994310,272931,NODE_A1,REC,1,0.980,-0.015,0.288,7.6,-13.2,-6.5
1773907940.994941,272952,NODE_A1,REC,1,0.960,0.000,0.254,8.7,-25.3,-7.2
1773907940.994941,272962,NODE_A1,REC,1,0.975,-0.003,0.273,6.3,-31.7,-9.8
1773907940.994941,272972,NODE_A1,REC,1,0.969,-0.005,0.273,5.8,-36.7,-11.1
1773907941.083791,272993,NODE_A1,REC,1,1.028,-0.015,0.245,3.1,-55.4,-18.6
1773907941.083791,273003,NODE_A1,REC,1,1.021,-0.026,0.241,0.7,-62.6,-22.7
1773907941.083791,273013,NODE_A1,REC,1,0.995,-0.031,0.244,-2.3,-61.6,-25.9
1773907941.084876,273034,NODE_A1,REC,1,1.205,-0.122,0.339,21.0,8.4,-11.0
1773907941.084876,273044,NODE_A1,REC,1,0.958,0.076,0.154,50.0,40.4,-20.6
1773907941.084876,273054,NODE_A1,REC,1,0.946,-0.014,0.281,-3.9,-21.8,-32.7
1773907941.143857,273076,NODE_A1,REC,1,0.994,0.021,0.219,20.3,-12.3,-29.9
1773907941.143857,273086,NODE_A1,REC,1,1.015,0.022,0.217,16.1,-26.4,-33.6
1773907941.143857,273096,NODE_A1,REC,1,1.030,0.024,0.203,13.9,-31.5,-34.4
1773907941.173608,273117,NODE_A1,REC,1,1.047,-0.016,0.152,9.6,-31.1,-44.9
1773907941.173608,273127,NODE_A1,REC,1,1.042,-0.015,0.149,7.0,-31.6,-50.4
1773907941.173608,273137,NODE_A1,REC,1,1.083,-0.011,0.128,9.6,-27.9,-54.3
1773907941.205560,273158,NODE_A1,REC,1,0.972,0.033,0.102,7.1,-30.3,-64.7
1773907941.205560,273168,NODE_A1,REC,1,0.962,0.037,0.109,3.8,-28.6,-66.1
1773907941.205560,273178,NODE_A1,REC,1,0.969,0.032,0.102,5.4,-13.3,-66.4
1773907941.263892,273200,NODE_A1,REC,1,0.976,0.030,0.190,-8.3,3.6,-62.1
1773907941.263892,273210,NODE_A1,REC,1,1.058,0.016,0.201,-4.4,-3.5,-63.7
1773907941.263892,273220,NODE_A1,REC,1,1.093,0.009,0.198,1.8,-8.3,-67.9
1773907941.293940,273241,NODE_A1,REC,1,1.012,0.029,0.177,0.0,-24.2,-83.4
1773907941.293940,273251,NODE_A1,REC,1,1.002,0.039,0.150,-1.2,-32.2,-83.1
1773907941.293940,273261,NODE_A1,REC,1,1.026,0.034,0.104,-6.1,-36.4,-84.0
1773907941.324148,273282,NODE_A1,REC,1,1.047,0.053,0.077,-3.3,5.5,-90.5
1773907941.324148,273292,NODE_A1,REC,1,1.015,0.066,0.107,-12.0,3.9,-97.3
1773907941.324148,273302,NODE_A1,REC,1,1.062,0.054,0.170,-27.7,-6.4,-99.6
1773907941.383997,273324,NODE_A1,REC,1,1.006,0.106,0.153,-36.3,-27.4,-107.1
1773907941.383997,273334,NODE_A1,REC,1,1.014,0.113,0.104,-35.4,-35.5,-111.5
1773907941.383997,273344,NODE_A1,REC,1,0.993,0.141,0.130,-20.6,21.9,-99.6
1773907941.504125,273365,NODE_A1,REC,1,0.908,0.250,0.213,-47.5,-37.0,-88.1
1773907941.504125,273375,NODE_A1,REC,1,1.050,0.222,0.195,-33.0,-29.6,-78.3
1773907941.504125,273385,NODE_A1,REC,1,0.955,0.294,0.122,-26.1,8.6,-82.1
1773907941.505357,273407,NODE_A1,REC,1,1.035,0.209,0.257,-42.3,-18.0,-82.6
1773907941.505357,273417,NODE_A1,REC,1,0.895,0.360,0.191,-16.4,41.0,-75.0
1773907941.505357,273427,NODE_A1,REC,1,0.826,0.418,0.212,-40.5,-0.9,-80.3
1773907941.533729,273448,NODE_A1,REC,1,0.822,0.506,0.306,-22.2,17.2,-59.9
1773907941.533729,273458,NODE_A1,REC,1,0.791,0.512,0.257,-32.8,-11.1,-52.1
1773907941.533729,273468,NODE_A1,REC,1,0.814,0.474,0.258,-35.8,-17.8,-42.0
