timestamp_local,timestamp_device,node,state,set,ax,ay,az,gx,gy,gz
1773910399.680208,2731506,NODE_A1,REC,2,0.059,0.954,0.085,-92.5,-86.3,-15.9
1773910399.741344,2731527,NODE_A1,REC,2,0.248,1.104,0.165,-75.4,-97.2,-0.5
1773910399.741344,2731537,NODE_A1,REC,2,0.231,1.200,0.141,-55.6,-95.2,14.8
1773910399.741344,2731547,NODE_A1,REC,2,0.408,0.916,0.249,-49.4,-90.8,11.9
1773910399.742425,2731569,NODE_A1,REC,2,0.008,1.155,0.117,5.7,-14.3,-3.3
1773910399.742425,2731579,NODE_A1,REC,2,0.008,1.227,0.052,-23.7,-59.9,-2.0
1773910399.742425,2731589,NODE_A1,REC,2,0.155,1.067,0.189,-91.7,-84.8,-19.2
1773910399.830714,2731610,NODE_A1,REC,2,0.131,1.011,0.311,-89.1,-109.0,-64.3
1773910399.830714,2731620,NODE_A1,REC,2,0.122,0.959,0.326,-68.4,-148.2,-74.5
1773910399.830714,2731630,NODE_A1,REC,2,0.094,0.997,0.403,-78.4,-150.6,-65.6
1773910399.832058,2731651,NODE_A1,REC,2,0.111,1.015,0.486,-138.6,-146.8,-79.5
1773910399.832058,2731661,NODE_A1,REC,2,0.041,1.020,0.581,-170.3,-141.5,-87.8
1773910399.832058,2731671,NODE_A1,REC,2,-0.023,1.022,0.706,-186.7,-133.9,-93.9
1773910399.920434,2731693,NODE_A1,REC,2,-0.071,0.969,0.798,-107.7,-110.3,-99.6
1773910399.920434,2731703,NODE_A1,REC,2,-0.038,0.985,0.750,-95.6,-107.9,-92.6
1773910399.920434,2731713,NODE_A1,REC,2,-0.026,0.990,0.752,-89.8,-112.6,-83.3
1773910399.921563,2731734,NODE_A1,REC,2,0.035,0.948,0.750,-107.6,-92.5,-93.5
1773910399.921563,2731744,NODE_A1,REC,2,-0.018,0.876,0.780,-127.8,-83.4,-101.7
1773910399.921563,2731754,NODE_A1,REC,2,-0.075,0.800,0.821,-149.7,-73.8,-111.3
1773910399.950893,2731775,NODE_A1,REC,2,-0.206,0.654,0.993,-184.2,-28.5,-131.7
1773910399.950893,2731785,NODE_A1,REC,2,-0.260,0.640,1.040,-178.7,-17.3,-132.0
1773910399.950893,2731795,NODE_A1,REC,2,-0.290,0.590,1.077,-165.0,-18.3,-128.8
1773910400.010252,2731817,NODE_A1,REC,2,-0.319,0.438,1.132,-97.9,-61.4,-102.7
1773910400.010252,2731827,NODE_A1,REC,2,-0.312,0.495,1.168,-74.2,-75.6,-100.0
1773910400.010252,2731837,NODE_A1,REC,2,-0.310,0.509,1.163,-58.7,-82.1,-97.0
1773910400.040234,2731858,NODE_A1,REC,2,-0.353,0.427,1.213,-56.6,-81.7,-89.0
1773910400.040234,2731868,NODE_A1,REC,2,-0.355,0.407,1.223,-60.4,-75.0,-86.9
1773910400.040234,2731878,NODE_A1,REC,2,-0.368,0.379,1.220,-80.8,-60.2,-84.7
1773910400.071120,2731900,NODE_A1,REC,2,-0.393,0.289,1.300,-63.2,-33.2,-82.7
1773910400.071120,2731910,NODE_A1,REC,2,-0.415,0.268,1.282,-47.6,-23.0,-79.2
1773910400.071120,2731920,NODE_A1,REC,2,-0.411,0.247,1.267,-35.2,-18.6,-73.7
1773910400.160424,2731941,NODE_A1,REC,2,-0.401,0.226,1.238,-7.6,-14.5,-57.6
1773910400.160424,2731951,NODE_A1,REC,2,-0.378,0.247,1.206,-0.9,-13.3,-54.8
1773910400.160424,2731961,NODE_A1,REC,2,-0.346,0.265,1.155,-1.6,-8.7,-54.0
1773910400.162150,2731982,NODE_A1,REC,2,-0.454,0.176,1.160,7.7,-0.1,-48.2
1773910400.162150,2731992,NODE_A1,REC,2,-0.487,0.163,1.143,18.1,5.3,-30.3
1773910400.162150,2732002,NODE_A1,REC,2,-0.450,0.190,1.120,35.2,2.8,-13.3
1773910400.221366,2732024,NODE_A1,REC,2,-0.439,0.242,1.061,59.2,4.8,-3.3
1773910400.221366,2732034,NODE_A1,REC,2,-0.408,0.313,1.045,62.3,-3.0,-3.6
1773910400.221366,2732044,NODE_A1,REC,2,-0.353,0.344,1.053,57.8,0.9,-6.8
1773910400.250263,2732065,NODE_A1,REC,2,-0.353,0.363,0.989,68.6,17.6,-4.4
1773910400.250263,2732075,NODE_A1,REC,2,-0.328,0.406,0.990,73.9,18.1,2.3
1773910400.250263,2732085,NODE_A1,REC,2,-0.276,0.458,1.024,84.6,21.2,7.9
1773910400.280202,2732106,NODE_A1,REC,2,-0.174,0.529,1.017,96.9,51.8,21.4
1773910400.280202,2732116,NODE_A1,REC,2,-0.127,0.541,0.986,98.7,68.4,22.5
1773910400.280202,2732126,NODE_A1,REC,2,-0.123,0.575,0.950,114.9,87.6,21.9
1773910400.340374,2732148,NODE_A1,REC,2,-0.166,0.502,0.911,107.0,80.5,2.5
1773910400.340374,2732158,NODE_A1,REC,2,-0.222,0.478,0.859,110.2,71.2,-2.9
1773910400.340374,2732168,NODE_A1,REC,2,-0.245,0.448,0.834,115.8,63.6,-4.1
1773910400.370261,2732189,NODE_A1,REC,2,-0.315,0.405,0.741,133.3,40.1,-6.4
1773910400.370261,2732199,NODE_A1,REC,2,-0.354,0.411,0.735,141.6,37.0,-3.0
1773910400.370261,2732209,NODE_A1,REC,2,-0.358,0.490,0.737,156.4,39.8,6.2
1773910400.400454,2732231,NODE_A1,REC,2,-0.352,0.450,0.652,165.3,40.5,11.9
1773910400.400454,2732241,NODE_A1,REC,2,-0.405,0.424,0.648,165.7,50.0,18.0
1773910400.400454,2732251,NODE_A1,REC,2,-0.416,0.430,0.616,164.0,53.8,27.5
1773910400.460706,2732272,NODE_A1,REC,2,-0.333,0.201,0.727,157.0,79.3,63.9
1773910400.460706,2732282,NODE_A1,REC,2,-0.430,0.645,0.450,182.1,88.6,80.6
1773910400.460706,2732292,NODE_A1,REC,2,-0.306,0.614,0.438,148.3,63.5,73.6
1773910400.490711,2732313,NODE_A1,REC,2,-0.235,0.454,0.474,186.3,66.3,68.2
1773910400.490711,2732323,NODE_A1,REC,2,-0.225,0.454,0.446,194.7,69.8,70.1
1773910400.490711,2732333,NODE_A1,REC,2,-0.223,0.466,0.408,203.0,72.7,72.5
1773910400.550251,2732355,NODE_A1,REC,2,-0.155,0.530,0.254,216.6,85.8,74.2
1773910400.550251,2732365,NODE_A1,REC,2,-0.143,0.536,0.186,218.2,87.9,71.7
1773910400.550251,2732375,NODE_A1,REC,2,-0.134,0.524,0.041,218.5,88.5,68.7
1773910400.610424,2732396,NODE_A1,REC,2,-0.122,0.493,-0.058,210.2,77.4,70.0
1773910400.610424,2732406,NODE_A1,REC,2,-0.135,0.463,-0.150,207.2,73.9,67.1
1773910400.610424,2732416,NODE_A1,REC,2,-0.120,0.475,-0.257,206.5,71.0,71.1
1773910400.611526,2732438,NODE_A1,REC,2,-0.008,0.525,-0.403,185.6,57.6,75.4
1773910400.611526,2732448,NODE_A1,REC,2,-0.041,0.414,-0.412,204.6,70.5,83.5
1773910400.611526,2732458,NODE_A1,REC,2,0.049,0.427,-0.453,181.0,49.6,73.4
1773910400.670294,2732479,NODE_A1,REC,2,-0.060,0.446,-0.214,156.9,51.0,61.9
1773910400.670294,2732489,NODE_A1,REC,2,-0.064,0.457,-0.195,169.7,57.3,61.8
1773910400.670294,2732499,NODE_A1,REC,2,-0.070,0.403,-0.144,175.4,66.5,61.7
1773910400.700266,2732520,NODE_A1,REC,2,-0.082,0.410,-0.127,189.0,112.3,72.8
1773910400.700266,2732530,NODE_A1,REC,2,-0.098,0.370,-0.159,206.6,138.3,92.3
1773910400.700266,2732540,NODE_A1,REC,2,0.026,0.157,-0.161,210.6,154.1,131.5
1773910400.731305,2732562,NODE_A1,REC,2,0.195,0.636,-0.699,172.6,189.3,137.8
1773910400.731305,2732572,NODE_A1,REC,2,0.364,0.400,-0.593,118.2,158.7,107.9
1773910400.731305,2732582,NODE_A1,REC,2,0.338,0.341,-0.530,122.5,143.9,79.8
1773910400.821005,2732603,NODE_A1,REC,2,0.197,0.337,-0.447,121.5,114.6,80.8
1773910400.821005,2732613,NODE_A1,REC,2,0.177,0.332,-0.483,126.8,101.3,88.9
1773910400.821005,2732623,NODE_A1,REC,2,0.207,0.252,-0.559,142.2,74.7,96.5
1773910400.850314,2732644,NODE_A1,REC,2,0.314,0.211,-0.588,142.7,54.5,102.1
1773910400.850314,2732654,NODE_A1,REC,2,0.303,0.169,-0.626,148.4,57.8,100.8
1773910400.850314,2732664,NODE_A1,REC,2,0.366,0.104,-0.683,164.7,69.4,114.7
1773910400.911076,2732686,NODE_A1,REC,2,0.531,0.069,-0.828,150.4,78.1,101.4
1773910400.911076,2732696,NODE_A1,REC,2,0.547,0.063,-0.886,154.2,83.2,101.5
1773910400.911076,2732706,NODE_A1,REC,2,0.580,0.046,-0.936,151.9,85.5,100.8
1773910400.912406,2732727,NODE_A1,REC,2,0.684,0.001,-0.998,140.5,98.9,102.0
1773910400.912406,2732737,NODE_A1,REC,2,0.700,0.017,-1.001,141.3,98.5,102.7
1773910400.912406,2732747,NODE_A1,REC,2,0.746,-0.032,-1.069,137.4,97.4,104.5
1773910400.940263,2732769,NODE_A1,REC,2,0.847,-0.008,-1.069,128.5,90.2,106.2
1773910400.940263,2732779,NODE_A1,REC,2,0.879,-0.035,-1.062,118.8,84.9,101.2
1773910400.940263,2732789,NODE_A1,REC,2,0.864,-0.058,-1.040,116.4,80.8,101.0
1773910401.000197,2732810,NODE_A1,REC,2,0.965,-0.111,-1.032,116.3,67.3,109.9
1773910401.000197,2732820,NODE_A1,REC,2,1.048,-0.053,-1.012,134.9,65.2,108.2
1773910401.000197,2732830,NODE_A1,REC,2,1.136,0.042,-1.003,145.9,62.0,101.5
1773910401.030307,2732851,NODE_A1,REC,2,1.204,-0.033,-1.128,108.3,61.2,52.9
1773910401.030307,2732861,NODE_A1,REC,2,1.149,-0.144,-1.148,80.9,57.4,40.8
1773910401.030307,2732871,NODE_A1,REC,2,1.042,-0.151,-1.206,59.2,49.5,28.8
1773910401.090902,2732893,NODE_A1,REC,2,1.194,-0.173,-1.475,27.1,4.5,41.6
1773910401.090902,2732903,NODE_A1,REC,2,1.237,-0.147,-1.524,24.3,-0.6,37.7
1773910401.090902,2732913,NODE_A1,REC,2,1.239,-0.149,-1.571,19.6,-4.5,28.9
1773910401.120242,2732934,NODE_A1,REC,2,1.484,-0.062,-1.708,-47.6,14.7,-10.2
1773910401.120242,2732944,NODE_A1,REC,2,1.478,-0.137,-1.778,-83.8,19.9,-28.1
1773910401.120242,2732954,NODE_A1,REC,2,1.445,-0.166,-1.803,-116.4,16.6,-42.2
1773910401.150286,2732975,NODE_A1,REC,2,1.259,-0.140,-1.551,-135.1,-18.1,-80.0
1773910401.150286,2732985,NODE_A1,REC,2,1.210,-0.051,-1.538,-136.9,-38.0,-86.0
1773910401.150286,2732995,NODE_A1,REC,2,1.226,-0.067,-1.429,-147.2,-49.6,-73.9
1773910401.210268,2733017,NODE_A1,REC,2,1.170,-0.013,-1.269,-162.9,-51.3,-86.6
1773910401.210268,2733027,NODE_A1,REC,2,1.161,0.006,-1.232,-174.4,-49.1,-90.8
1773910401.210268,2733037,NODE_A1,REC,2,1.149,0.032,-1.168,-192.3,-49.1,-96.1
1773910401.270630,2733058,NODE_A1,REC,2,1.175,0.114,-1.013,-204.1,-55.3,-105.6
1773910401.270630,2733068,NODE_A1,REC,2,1.150,0.147,-0.919,-205.8,-63.1,-116.4
1773910401.270630,2733078,NODE_A1,REC,2,1.113,0.167,-0.869,-205.0,-69.2,-121.2
1773910401.300209,2733100,NODE_A1,REC,2,0.911,0.160,-0.703,-206.8,-86.9,-119.4
1773910401.300209,2733110,NODE_A1,REC,2,0.748,0.310,-0.565,-197.2,-70.3,-114.6
1773910401.300209,2733120,NODE_A1,REC,2,0.868,0.071,-0.599,-145.6,-43.7,-87.8
1773910401.330272,2733141,NODE_A1,REC,2,0.751,0.168,-0.462,-228.2,-54.8,-151.1
1773910401.330272,2733151,NODE_A1,REC,2,0.702,0.222,-0.338,-219.7,-37.9,-144.8
1773910401.330272,2733161,NODE_A1,REC,2,0.759,0.377,-0.266,-209.4,-19.2,-152.3
1773910401.390278,2733182,NODE_A1,REC,2,0.758,0.458,-0.139,-214.4,4.2,-181.5
1773910401.390278,2733192,NODE_A1,REC,2,0.747,0.476,-0.100,-201.2,11.1,-200.8
1773910401.390278,2733202,NODE_A1,REC,2,0.676,0.407,-0.032,-171.6,30.8,-209.7
1773910401.420232,2733224,NODE_A1,REC,2,0.313,0.369,0.137,-110.1,2.5,-216.3
1773910401.420232,2733234,NODE_A1,REC,2,0.257,0.358,0.125,-113.4,-8.7,-214.2
1773910401.420232,2733244,NODE_A1,REC,2,0.218,0.403,0.078,-120.7,-16.4,-219.6
1773910401.451170,2733265,NODE_A1,REC,2,0.126,0.388,0.018,-109.7,-8.2,-255.1
1773910401.451170,2733275,NODE_A1,REC,2,0.048,0.470,-0.076,-120.6,-18.0,-272.2
1773910401.451170,2733285,NODE_A1,REC,2,0.016,0.470,-0.098,-143.2,-28.5,-253.2
1773910401.480258,2733307,NODE_A1,REC,2,0.024,0.489,-0.038,-125.4,-50.4,-265.5
1773910401.480258,2733317,NODE_A1,REC,2,-0.103,0.480,0.041,-129.5,-55.7,-281.6
1773910401.480258,2733327,NODE_A1,REC,2,-0.174,0.476,0.080,-128.7,-66.0,-286.6
1773910401.540297,2733349,NODE_A1,REC,2,-0.377,0.434,0.028,-123.0,-84.7,-237.4
1773910401.540297,2733359,NODE_A1,REC,2,-0.434,0.452,0.043,-111.9,-80.2,-209.8
1773910401.540297,2733369,NODE_A1,REC,2,-0.342,0.453,0.017,-90.2,-75.9,-190.3
1773910401.570659,2733390,NODE_A1,REC,2,-0.295,0.525,-0.036,-52.1,-66.4,-189.0
1773910401.570659,2733400,NODE_A1,REC,2,-0.287,0.546,-0.067,-43.9,-47.9,-202.8
1773910401.570659,2733410,NODE_A1,REC,2,-0.287,0.516,-0.051,-44.9,-30.3,-208.4
1773910401.630244,2733433,NODE_A1,REC,2,-0.541,0.520,0.036,-69.7,-44.7,-202.8
1773910401.630244,2733443,NODE_A1,REC,2,-0.597,0.534,0.031,-60.1,-51.8,-190.9
1773910401.630244,2733453,NODE_A1,REC,2,-0.618,0.452,-0.015,-46.0,-48.1,-165.9
1773910401.691640,2733474,NODE_A1,REC,2,-0.630,0.419,-0.149,-47.3,-78.7,-136.4
1773910401.691640,2733484,NODE_A1,REC,2,-0.572,0.383,-0.146,-37.7,-68.7,-124.2
1773910401.691640,2733494,NODE_A1,REC,2,-0.577,0.454,-0.112,-36.1,-66.7,-117.0
1773910401.691706,2733515,NODE_A1,REC,2,-0.712,0.437,-0.008,-41.6,-76.8,-123.0
1773910401.691706,2733525,NODE_A1,REC,2,-0.759,0.440,0.109,-49.6,-111.8,-114.6
1773910401.691706,2733535,NODE_A1,REC,2,-0.758,0.358,0.215,-51.0,-110.9,-94.4
1773910401.750255,2733557,NODE_A1,REC,2,-0.705,0.383,0.202,-4.2,-133.9,-62.7
1773910401.750255,2733567,NODE_A1,REC,2,-0.663,0.387,0.114,-4.7,-140.6,-58.5
1773910401.750255,2733577,NODE_A1,REC,2,-0.580,0.389,0.098,-31.0,-142.8,-56.0
1773910401.782800,2733598,NODE_A1,REC,2,-0.552,0.437,0.198,-42.1,-141.6,-63.9
1773910401.782800,2733608,NODE_A1,REC,2,-0.560,0.421,0.272,-41.7,-132.1,-68.4
1773910401.782800,2733618,NODE_A1,REC,2,-0.579,0.413,0.324,-30.2,-126.2,-78.8
1773910401.810732,2733640,NODE_A1,REC,2,-0.535,0.088,0.089,-174.3,-164.3,-11.4
1773910401.810732,2733650,NODE_A1,REC,2,-0.602,0.283,0.489,-260.0,-158.5,-59.9
1773910401.810732,2733660,NODE_A1,REC,2,-0.649,0.176,0.498,-234.3,-226.6,-50.2
1773910401.931364,2733681,NODE_A1,REC,2,-0.621,0.191,0.503,-159.9,-240.2,-63.7
1773910401.931364,2733691,NODE_A1,REC,2,-0.708,0.212,0.492,-134.8,-215.2,-64.0
1773910401.931364,2733701,NODE_A1,REC,2,-0.543,0.136,0.647,-95.3,-194.1,-50.5
1773910401.932671,2733722,NODE_A1,REC,2,-0.521,0.089,0.706,-68.5,-181.5,-51.7
1773910401.932671,2733732,NODE_A1,REC,2,-0.453,0.127,0.666,-78.4,-183.7,-66.4
1773910401.932671,2733742,NODE_A1,REC,2,-0.373,0.127,0.761,-121.6,-178.2,-78.3
1773910401.961371,2733764,NODE_A1,REC,2,-0.398,0.035,0.951,-156.6,-213.0,-64.5
1773910401.961371,2733774,NODE_A1,REC,2,-0.492,0.039,0.988,-141.8,-208.0,-67.9
1773910401.961371,2733784,NODE_A1,REC,2,-0.480,0.081,0.969,-111.6,-185.3,-70.6
1773910401.990713,2733805,NODE_A1,REC,2,-0.545,-0.074,0.997,-34.1,-115.7,-48.1
1773910401.990713,2733815,NODE_A1,REC,2,-0.537,-0.109,0.987,-17.8,-97.0,-42.1
1773910401.990713,2733825,NODE_A1,REC,2,-0.509,-0.109,0.958,-10.9,-84.5,-31.7
1773910402.050269,2733846,NODE_A1,REC,2,-0.360,-0.007,0.974,-58.4,-60.9,3.2
1773910402.050269,2733856,NODE_A1,REC,2,-0.357,0.011,0.966,-66.7,-47.8,-1.7
1773910402.050269,2733866,NODE_A1,REC,2,-0.420,-0.014,0.927,-61.8,-32.9,1.1
1773910402.110507,2733888,NODE_A1,REC,2,-0.311,0.073,0.815,-74.5,-29.5,29.4
1773910402.110507,2733898,NODE_A1,REC,2,-0.367,0.059,0.824,-89.6,-39.7,18.8
1773910402.110507,2733908,NODE_A1,REC,2,-0.355,0.067,0.828,-71.4,-44.6,12.4
1773910402.111594,2733929,NODE_A1,REC,2,-0.341,0.026,0.808,-19.3,-57.8,-13.8
1773910402.111594,2733939,NODE_A1,REC,2,-0.255,0.096,0.765,-34.3,-61.9,-30.3
1773910402.111594,2733949,NODE_A1,REC,2,-0.207,0.025,0.774,-74.0,-63.4,-36.8
1773910402.140287,2733971,NODE_A1,REC,2,-0.185,-0.113,0.853,-133.4,-66.2,-32.1
1773910402.140287,2733981,NODE_A1,REC,2,-0.173,-0.157,0.936,-130.1,-66.7,-26.0
1773910402.140287,2733991,NODE_A1,REC,2,-0.121,-0.162,0.974,-115.4,-56.2,-23.9
1773910402.201635,2734012,NODE_A1,REC,2,-0.086,-0.280,1.010,-159.7,-38.9,-35.0
1773910402.201635,2734022,NODE_A1,REC,2,-0.110,-0.413,1.112,-209.3,-31.9,-31.9
1773910402.201635,2734032,NODE_A1,REC,2,-0.154,-0.433,1.095,-273.3,-35.4,-26.1
1773910402.230324,2734053,NODE_A1,REC,2,-0.331,-0.909,1.534,-349.9,-50.2,-1.1
1773910402.230324,2734063,NODE_A1,REC,2,-0.439,-1.048,1.450,-228.1,-34.4,-8.9
1773910402.230324,2734073,NODE_A1,REC,2,-0.555,-1.054,1.404,-130.3,-30.7,-17.8
1773910402.291923,2734095,NODE_A1,REC,2,-0.464,-1.022,1.683,-79.4,-37.4,-0.3
1773910402.291923,2734105,NODE_A1,REC,2,-0.444,-1.054,1.762,-71.9,-27.8,7.2
1773910402.291923,2734115,NODE_A1,REC,2,-0.433,-1.088,1.838,-51.6,-7.7,19.2
1773910402.350610,2734136,NODE_A1,REC,2,-0.385,-1.037,1.826,-7.0,17.3,34.3
1773910402.350610,2734146,NODE_A1,REC,2,-0.309,-0.990,1.716,20.2,27.9,41.9
1773910402.350610,2734156,NODE_A1,REC,2,-0.278,-0.934,1.674,32.5,32.7,43.1
1773910402.380278,2734178,NODE_A1,REC,2,-0.254,-0.929,1.659,48.4,44.7,42.9
1773910402.380278,2734188,NODE_A1,REC,2,-0.243,-0.910,1.674,47.9,53.4,46.3
1773910402.380278,2734198,NODE_A1,REC,2,-0.226,-0.952,1.612,39.6,61.9,50.4
1773910402.410293,2734219,NODE_A1,REC,2,-0.321,-0.915,1.501,48.0,94.8,51.6
1773910402.410293,2734229,NODE_A1,REC,2,-0.332,-0.948,1.489,38.5,94.8,60.7
1773910402.410293,2734239,NODE_A1,REC,2,-0.369,-0.938,1.411,41.9,96.5,68.6
1773910402.470757,2734260,NODE_A1,REC,2,-0.369,-0.874,1.338,60.9,86.0,87.7
1773910402.470757,2734270,NODE_A1,REC,2,-0.361,-0.859,1.287,69.4,79.2,92.6
1773910402.470757,2734280,NODE_A1,REC,2,0.040,-0.966,1.162,93.4,93.8,106.4
1773910402.471766,2734302,NODE_A1,REC,2,-0.299,-0.643,1.065,116.4,84.2,132.0
1773910402.471766,2734312,NODE_A1,REC,2,-0.298,-0.600,1.085,126.8,81.6,128.2
1773910402.471766,2734322,NODE_A1,REC,2,-0.326,-0.573,1.045,135.3,78.6,125.2
1773910402.530312,2734343,NODE_A1,REC,2,-0.316,-0.503,0.938,157.9,58.2,107.9
1773910402.530312,2734353,NODE_A1,REC,2,-0.283,-0.470,0.941,169.8,50.4,104.0
1773910402.530312,2734363,NODE_A1,REC,2,-0.306,-0.445,0.882,183.1,33.9,100.4
1773910402.591937,2734384,NODE_A1,REC,2,-0.306,-0.413,0.794,211.4,27.5,96.8
1773910402.591937,2734394,NODE_A1,REC,2,-0.351,-0.387,0.739,213.6,29.1,105.4
1773910402.591937,2734404,NODE_A1,REC,2,-0.450,-0.338,0.707,201.3,36.5,113.8
1773910402.620259,2734426,NODE_A1,REC,2,-0.347,-0.242,0.573,183.2,36.6,142.3
1773910402.620259,2734436,NODE_A1,REC,2,-0.421,-0.122,0.509,191.1,35.9,140.0
1773910402.620259,2734446,NODE_A1,REC,2,-0.365,-0.092,0.508,184.5,29.4,137.7
1773910402.680603,2734467,NODE_A1,REC,2,-0.425,-0.042,0.556,178.6,20.8,136.0
1773910402.680603,2734477,NODE_A1,REC,2,-0.364,0.059,0.421,170.8,-12.8,125.0
1773910402.680603,2734487,NODE_A1,REC,2,-0.374,0.118,0.422,201.0,-3.8,124.6
1773910402.710309,2734509,NODE_A1,REC,2,-0.361,0.230,0.343,216.4,-25.3,113.1
1773910402.710309,2734519,NODE_A1,REC,2,-0.332,0.317,0.294,224.0,-34.1,101.0
1773910402.710309,2734529,NODE_A1,REC,2,-0.326,0.355,0.266,226.3,-38.5,91.4
1773910402.740272,2734550,NODE_A1,REC,2,-0.306,0.394,0.210,221.8,-39.8,73.1
1773910402.740272,2734560,NODE_A1,REC,2,-0.314,0.382,0.201,218.4,-33.2,71.3
1773910402.740272,2734570,NODE_A1,REC,2,-0.320,0.382,0.185,213.8,-28.6,75.5
1773910402.771676,2734591,NODE_A1,REC,2,-0.347,0.455,0.149,202.8,-26.9,81.8
1773910402.771676,2734601,NODE_A1,REC,2,-0.337,0.453,0.147,200.4,-28.6,79.5
1773910402.771676,2734611,NODE_A1,REC,2,-0.333,0.448,0.161,198.9,-29.3,78.2
1773910402.830299,2734633,NODE_A1,REC,2,-0.326,0.481,0.133,208.0,-35.5,80.8
1773910402.830299,2734643,NODE_A1,REC,2,-0.317,0.489,0.115,215.1,-44.0,78.9
1773910402.830299,2734653,NODE_A1,REC,2,-0.302,0.497,0.103,223.0,-56.5,75.9
1773910402.860946,2734674,NODE_A1,REC,2,-0.271,0.541,0.044,235.9,-64.3,78.7
1773910402.860946,2734684,NODE_A1,REC,2,-0.257,0.591,-0.005,239.7,-65.3,78.5
1773910402.860946,2734694,NODE_A1,REC,2,-0.248,0.615,-0.035,239.7,-64.9,75.6
1773910402.891706,2734715,NODE_A1,REC,2,-0.204,0.629,-0.086,234.0,-51.8,63.7
1773910402.891706,2734725,NODE_A1,REC,2,-0.215,0.615,-0.103,230.6,-46.6,59.5
1773910402.891706,2734735,NODE_A1,REC,2,-0.229,0.595,-0.116,228.2,-44.7,57.7
1773910402.950311,2734757,NODE_A1,REC,2,-0.230,0.570,-0.152,232.8,-52.4,63.4
1773910402.950311,2734767,NODE_A1,REC,2,-0.222,0.571,-0.174,235.8,-52.1,66.4
1773910402.950311,2734777,NODE_A1,REC,2,-0.198,0.573,-0.207,235.2,-44.1,67.7
1773910402.980261,2734798,NODE_A1,REC,2,-0.184,0.524,-0.251,227.6,-17.3,72.6
1773910402.980261,2734808,NODE_A1,REC,2,-0.123,0.483,-0.266,219.9,-8.9,74.9
1773910402.980261,2734818,NODE_A1,REC,2,-0.115,0.475,-0.273,216.8,-3.4,78.6
